main/eplenmean,main/epreward,main/eprewmean,main/fps,main/kl_stop,main/loss/approxkl,main/loss/clipfrac,main/loss/policy_entropy,main/loss/policy_loss,main/loss/value_loss,main/misc/explained_variance,main/misc/nupdates,main/misc/serial_timesteps,main/misc/time_elapsed,main/misc/total_timesteps
1024.0,-1.239604,-1.239604,15,0,0.00240447,0.0227539,4.25433,-0.00999521,0.0702994,-6.331851959228516,1,1024,68.27187644690275,1024
1024.0,0.344411,-0.4475965,14,0,0.0020477,0.0150391,4.25328,-0.00658888,0.00874888,-2.133542537689209,2,2048,138.14383239485323,2048
1024.0,1.665072,0.256626333333,15,0,0.00204909,0.0123047,4.24695,-0.00734662,0.00897775,-0.012709379196166992,3,3072,206.27032553497702,3072
1024.0,2.272863,0.7606855,13,0,0.00300665,0.0316406,4.23375,-0.0109192,0.00652079,-0.44329833984375,4,4096,279.89597466401756,4096
1024.0,-0.218272,0.564894,14,0,0.00219637,0.0197266,4.23057,-0.0077315,0.019263,-0.07326138019561768,5,5120,352.18559941649437,5120
1024.0,0.107085,0.4885925,15,0,0.00298956,0.0283203,4.22633,-0.00905477,0.00562282,-0.5101926326751709,6,6144,419.66988504491746,6144
1024.0,3.722778,0.950619,14,0,0.00264133,0.0226563,4.22084,-0.00723501,0.0105434,-0.1613086462020874,7,7168,489.4944850830361,7168
1024.0,0.3012,0.869441625,14,0,0.00347831,0.0360352,4.21803,-0.00934275,0.0105732,-0.08404505252838135,8,8192,560.4057483924553,8192
1024.0,3.588237,1.17153,14,0,0.00426855,0.0498047,4.2159,-0.00943712,0.0148297,-0.10991537570953369,9,9216,630.2123251380399,9216
1024.0,8.66582,1.920959,15,0,0.00348593,0.0395508,4.21447,-0.00966358,0.00809788,-0.08324360847473145,10,10240,698.1506786411628,10240
1024.0,10.767919,2.72522809091,15,0,0.00412024,0.0474609,4.21038,-0.01059,0.00898912,-0.10616207122802734,11,11264,765.5232254965231,11264
1024.0,9.309158,3.27388891667,14,0,0.0041701,0.0456055,4.21023,-0.0110724,0.0157363,-0.04540359973907471,12,12288,835.1456134319305,12288
1024.0,12.049596,3.94894330769,15,0,0.00316809,0.0301758,4.20827,-0.00715313,0.00947952,0.07785606384277344,13,13312,903.1947279078886,13312
1024.0,21.498841,5.20250742857,14,0,0.0037526,0.0366211,4.2012,-0.0072146,0.0340624,0.017367243766784668,14,14336,972.3085586167872,14336
1024.0,14.13574,5.79805626667,14,0,0.00369983,0.0375,4.18525,-0.0105666,0.0134542,0.22230559587478638,15,15360,1040.6667810659856,15360
1024.0,17.574787,6.5341019375,14,0,0.00216677,0.019043,4.17171,-0.00579072,0.0135569,0.27066534757614136,16,16384,1111.0668467413634,16384
1024.0,21.192869,7.39638235294,14,0,0.00343767,0.034668,4.16353,-0.00735393,0.0137468,0.45554429292678833,17,17408,1180.327690154314,17408
1024.0,20.947601,8.14922783333,14,0,0.00296384,0.027832,4.15398,-0.00789735,0.0244823,0.5659840703010559,18,18432,1249.4104836340994,18432
1024.0,19.311026,8.73669089474,15,0,0.00398168,0.0512695,4.15176,-0.0104173,0.0172079,0.3156101107597351,19,19456,1317.3643953921273,19456
1024.0,16.12594,9.10615335,14,0,0.00286019,0.0261719,4.14662,-0.00671347,0.00872866,0.8140655606985092,20,20480,1387.2757337260991,20480
1024.0,21.8255,9.71183652381,14,0,0.00355724,0.0387695,4.14213,-0.00937389,0.0114354,0.8867013901472092,21,21504,1455.9112207274884,21504
1024.0,22.046937,10.2725229091,14,0,0.00473965,0.0550781,4.14151,-0.0116686,0.0177687,0.5330022573471069,22,22528,1525.8352879472077,22528
1024.0,22.648219,10.8105966522,15,0,0.00372626,0.0410156,4.14167,-0.00840936,0.0195082,0.5706140697002411,23,23552,1593.8160861320794,23552
1024.0,23.44219,11.3369130417,14,0,0.0039899,0.0411133,4.13871,-0.00899165,0.0239588,0.19450592994689941,24,24576,1662.8697479143739,24576
1024.0,27.093008,11.96715684,14,0,0.00569665,0.0801758,4.13848,-0.0122324,0.0320713,-0.04189872741699219,25,25600,1733.2509619919583,25600
1024.0,21.901642,12.3492524231,14,0,0.00478353,0.0556641,4.13779,-0.00980059,0.0422606,0.49924367666244507,26,26624,1803.4192881891504,26624
1024.0,28.686805,12.954346963,14,0,0.00263712,0.0238281,4.14051,-0.00657559,0.0431461,0.018655359745025635,27,27648,1872.0428909175098,27648
1024.0,29.265234,13.5368786429,14,0,0.0051088,0.0635742,4.14095,-0.0107481,0.0414786,0.17209333181381226,28,28672,1941.5353558454663,28672
1024.0,26.415556,13.9809709655,14,0,0.00224708,0.015918,4.1374,-0.00521076,0.0204395,0.6492239534854889,29,29696,2009.9469262883067,29696
1024.0,30.774287,14.5407481667,14,0,0.00514247,0.0650391,4.13416,-0.0124805,0.0429609,-0.016099095344543457,30,30720,2081.311204724945,30720
1024.0,28.343632,14.9860024839,14,0,0.00467206,0.0519531,4.13029,-0.0104898,0.0356617,0.4271961450576782,31,31744,2153.1596599491313,31744
1024.0,29.696178,15.4456954688,14,0,0.00497822,0.0583008,4.12457,-0.0116796,0.0429501,0.22004354000091553,32,32768,2223.991955893114,32768
1024.0,23.514448,15.6902031212,14,0,0.00226295,0.0188477,4.12277,-0.00838473,1.1167,0.19483929872512817,33,33792,2292.521481606178,33792
1024.0,34.742649,16.2505691765,15,0,0.0036456,0.0401367,4.12704,-0.00689199,0.0386214,0.26417475938796997,34,34816,2360.767394346185,34816
